supplier,sku,product_name,source_field,raw_category_path,source_row_count
PromoBrands,NP165,Soapy,Category 1,Essential & PPE Products,1
PromoBrands,NP165,Soapy,Category 3,Sanitisers & Wipes,1
PromoBrands,NP165soapyrefill,Soapy Refill Sleeves,Category 1,Essential & PPE Products,1
PromoBrands,NP171,Floor Decal Sticker Outdoor Or Indoor Use,Category 1,Australian Made / Stickers,1
PromoBrands,NP171,Floor Decal Sticker Outdoor Or Indoor Use,Category 2,Legendary Range,1
PromoBrands,NP172,Digital Iron on Transfer,Category 1,Australian Made / Stickers,1
PromoBrands,NP172,Digital Iron on Transfer,Category 2,Legendary Range,1
PromoBrands,NP175,Two Layer Lunch Box,Category 4,Bags / Food Storage,1
PromoBrands,NP175,Two Layer Lunch Box,Category 1,Eco+ Collection,1
PromoBrands,NP175,Two Layer Lunch Box,Category 2,Home & Entertainment / Cheeseboards & Serveware,1
PromoBrands,NP175,Two Layer Lunch Box,Category 3,Outdoor & Leisure / Picnic Sets & Accessories,1
PromoBrands,OA001,Basketball Singlet,Category 2,Apparel / Sublimated Apparel,1
PromoBrands,OA001,Basketball Singlet,Category 1,Offshore Express,1
PromoBrands,OA002,Basketball Shorts,Category 2,Apparel / Sublimated Apparel,1
PromoBrands,OA002,Basketball Shorts,Category 1,Offshore Express,1
PromoBrands,OA003,Reversible Singlet,Category 2,Apparel / Sublimated Apparel,1
PromoBrands,OA003,Reversible Singlet,Category 1,Offshore Express,1
PromoBrands,OA004,Reversible Shorts,Category 2,Apparel / Sublimated Apparel,1
PromoBrands,OA004,Reversible Shorts,Category 1,Offshore Express,1
PromoBrands,OA005,Womens A-Line Netball Dress,Category 2,Apparel / Sublimated Apparel,1
PromoBrands,OA005,Womens A-Line Netball Dress,Category 1,Offshore Express,1
PromoBrands,OA006,Womens Full-Skirt Netball Dress,Category 2,Apparel / Sublimated Apparel,1
PromoBrands,OA006,Womens Full-Skirt Netball Dress,Category 1,Offshore Express,1
PromoBrands,OA007,Pull-Over Elastic Netball Bibs,Category 2,Apparel / Sublimated Apparel,1
PromoBrands,OA007,Pull-Over Elastic Netball Bibs,Category 1,Offshore Express,1
PromoBrands,OA008,Soccer Jersey,Category 2,Apparel / Sublimated Apparel,1
PromoBrands,OA008,Soccer Jersey,Category 1,Offshore Express,1
PromoBrands,OA009,Polo Soccer Jersey,Category 2,Apparel / Sublimated Apparel,1
PromoBrands,OA009,Polo Soccer Jersey,Category 1,Offshore Express,1
PromoBrands,OA010,Long Sleeve Soccer Jersey,Category 2,Apparel / Sublimated Apparel,1
PromoBrands,OA010,Long Sleeve Soccer Jersey,Category 1,Offshore Express,1
PromoBrands,OA011,Soccer / Touch Football Shorts,Category 2,Apparel / Sublimated Apparel,1
PromoBrands,OA011,Soccer / Touch Football Shorts,Category 1,Offshore Express,1
PromoBrands,OA012,Soccer Vest,Category 2,Apparel / Sublimated Apparel,1
PromoBrands,OA012,Soccer Vest,Category 1,Offshore Express,1
PromoBrands,OA013,Touch Football Singlet,Category 2,Apparel / Sublimated Apparel,1
PromoBrands,OA013,Touch Football Singlet,Category 1,Offshore Express,1
PromoBrands,OA014,Rugby Jersey,Category 2,Apparel / Sublimated Apparel,1
PromoBrands,OA014,Rugby Jersey,Category 1,Offshore Express,1
PromoBrands,OA015,Rugby/AFL Shorts,Category 2,Apparel / Sublimated Apparel,1
PromoBrands,OA015,Rugby/AFL Shorts,Category 1,Offshore Express,1
PromoBrands,OA016,Training Top,Category 2,Apparel / Sublimated Apparel,1
PromoBrands,OA016,Training Top,Category 1,Offshore Express,1
PromoBrands,OA017,Polo Shirt,Category 2,Apparel / Sublimated Apparel,1
PromoBrands,OA017,Polo Shirt,Category 1,Offshore Express,1
PromoBrands,OA018,Sleeveless Polo Shirt,Category 2,Apparel / Sublimated Apparel,1
PromoBrands,OA018,Sleeveless Polo Shirt,Category 1,Offshore Express,1
PromoBrands,OA019,Long Sleeve Polo Shirt,Category 2,Apparel / Sublimated Apparel,1
PromoBrands,OA019,Long Sleeve Polo Shirt,Category 1,Offshore Express,1
PromoBrands,OA020,Soccer Socks,Category 2,Apparel / Sublimated Apparel,1
PromoBrands,OA020,Soccer Socks,Category 1,Offshore Express,1
PromoBrands,OA021,AFL Jersey,Category 2,Apparel / Sublimated Apparel,1
PromoBrands,OA021,AFL Jersey,Category 1,Offshore Express,1
PromoBrands,OA022,AFL Reversible Jersey,Category 2,Apparel / Sublimated Apparel,1
PromoBrands,OA022,AFL Reversible Jersey,Category 1,Offshore Express,1
PromoBrands,OA023,Yoga Long Sleeve Top,Category 2,Apparel / Sublimated Apparel,1
PromoBrands,OA023,Yoga Long Sleeve Top,Category 3,Apparel / Yoga Range,1
PromoBrands,OA023,Yoga Long Sleeve Top,Category 1,Offshore Express,1
PromoBrands,OA024,Yoga Short Sleeve Top,Category 2,Apparel / Sublimated Apparel,1
PromoBrands,OA024,Yoga Short Sleeve Top,Category 3,Apparel / Yoga Range,1
PromoBrands,OA024,Yoga Short Sleeve Top,Category 1,Offshore Express,1
PromoBrands,OA029,Slides,Category 2,Apparel / Sublimated Apparel,1
PromoBrands,OA029,Slides,Category 1,Offshore Express,1
PromoBrands,OA030,Baseball Jersey,Category 2,Apparel / Sublimated Apparel,1
PromoBrands,OA030,Baseball Jersey,Category 1,Offshore Express,1
PromoBrands,OA033,Pullover Hoodie,Category 2,Apparel / Sublimated Apparel,1
PromoBrands,OA033,Pullover Hoodie,Category 1,Offshore Express,1
PromoBrands,OA034,Santa Sock Gift Tote,Category 3,Bags / Totes,1
PromoBrands,OA034,Santa Sock Gift Tote,Category 2,Offshore Express,1
PromoBrands,OA035,Very Kool Cooling Bandana,Category 1,Apparel / Sublimated Apparel,1
PromoBrands,OA035,Very Kool Cooling Bandana,Category 2,Offshore Express,1
PromoBrands,OA036,Ninja Training Hoodie,Category 2,Apparel / Training Hoodie,1
PromoBrands,OA036,Ninja Training Hoodie,Category 1,Offshore Express,1
PromoBrands,OB001,Icy Bags - Small,Category 1,Bags / Coolers,1
PromoBrands,OB001,Icy Bags - Small,Category 2,Offshore Express,1
PromoBrands,OB001,Icy Bags - Small,Category 4,Trending,1
PromoBrands,OB002,Icy Bags - Medium,Category 1,Bags / Coolers,1
PromoBrands,OB002,Icy Bags - Medium,Category 2,Offshore Express,1
PromoBrands,OB002,Icy Bags - Medium,Category 4,Trending,1
PromoBrands,OB003,Icy Bags - Large,Category 1,Bags / Coolers,1
PromoBrands,OB003,Icy Bags - Large,Category 2,Offshore Express,1
PromoBrands,OB003,Icy Bags - Large,Category 3,Summer Range,1
PromoBrands,OB003,Icy Bags - Large,Category 4,Trending,1
PromoBrands,OG001,Daly Golf Towel,Category 3,Offshore Express,1
PromoBrands,OG001,Daly Golf Towel,Category 1,Outdoor & Leisure,1
PromoBrands,OG002,Neoprene Golf Ball Sleeve,Category 3,Offshore Express,1
PromoBrands,OG002,Neoprene Golf Ball Sleeve,Category 2,Outdoor & Leisure,1
PromoBrands,OT001,Face Washer,Category 2,Apparel / Sublimated Towels,1
PromoBrands,OT001,Face Washer,Category 1,Offshore Express,1
PromoBrands,OT001,Face Washer,Category 3,Outdoor & Leisure / Beach Towels,1
PromoBrands,OT002,Gym Towel,Category 2,Apparel / Sublimated Towels,1
PromoBrands,OT002,Gym Towel,Category 1,Offshore Express,1
PromoBrands,OT002,Gym Towel,Category 3,Outdoor & Leisure / Beach Towels,1
PromoBrands,OT003,Hand Towel,Category 2,Apparel / Sublimated Towels,1
PromoBrands,OT003,Hand Towel,Category 1,Offshore Express,1
PromoBrands,OT003,Hand Towel,Category 3,Outdoor & Leisure / Beach Towels,1
PromoBrands,OT004,Bath Towel,Category 2,Apparel / Sublimated Towels,1
PromoBrands,OT004,Bath Towel,Category 1,Offshore Express,1
PromoBrands,OT004,Bath Towel,Category 3,Outdoor & Leisure / Beach Towels,1
PromoBrands,OT005,Bath Sheet,Category 2,Apparel / Sublimated Towels,1
PromoBrands,OT005,Bath Sheet,Category 1,Offshore Express,1
PromoBrands,OT005,Bath Sheet,Category 3,Outdoor & Leisure / Beach Towels,1
PromoBrands,OT006,Beach Towel,Category 2,Apparel / Sublimated Towels,1
PromoBrands,OT006,Beach Towel,Category 1,Offshore Express,1
PromoBrands,OT006,Beach Towel,Category 3,Outdoor & Leisure / Beach Towels,1
PromoBrands,OT006,Beach Towel,Category 4,Summer Range,1
PromoBrands,OT007,Round Beach Towel,Category 2,Apparel / Sublimated Towels,1
PromoBrands,OT007,Round Beach Towel,Category 1,Offshore Express,1
PromoBrands,OT007,Round Beach Towel,Category 3,Outdoor & Leisure / Beach Towels,1
PromoBrands,OT007,Round Beach Towel,Category 4,Summer Range,1
PromoBrands,OU001,Full Colour Poppins Umbrella,Category 2,Offshore Express,1
PromoBrands,OU001,Full Colour Poppins Umbrella,Category 3,Outdoor & Leisure / Umbrellas,1
PromoBrands,OU002,Full Colour Corporate Umbrella,Category 2,Offshore Express,1
PromoBrands,OU002,Full Colour Corporate Umbrella,Category 3,Outdoor & Leisure / Umbrellas,1
PromoBrands,P091,Kikla 4 Way Eco Pen,Category 4,Eco+ Collection,1
PromoBrands,P091,Kikla 4 Way Eco Pen,Category 3,Office / Pens & Writing Instruments,1
PromoBrands,P091,Kikla 4 Way Eco Pen,Category 1,Pens & Writing Instruments / Paper & Wood,1
PromoBrands,P092,Kikla 4 Way Cork Pen,Category 1,Office / Pens & Writing Instruments,1
PromoBrands,P092,Kikla 4 Way Cork Pen,Category 2,Pens & Writing Instruments / Pens & Writing Instruments,1
PromoBrands,P093,The Gravity 3+1 Metal Pen,Category 1,Office / Pens & Writing Instruments,1
PromoBrands,P093,The Gravity 3+1 Metal Pen,Category 2,Pens & Writing Instruments / Metal,1
PromoBrands,P121,Capri Pen,Category 2,Pens & Writing Instruments,1
PromoBrands,P121,Capri Pen,Category 1,Pens & Writing Instruments / Metal,1
PromoBrands,P122,Napoli Pen,Category 1,Pens & Writing Instruments / Metal,1
PromoBrands,P122,Napoli Pen,Category 4,Pens & Writing Instruments / Mirror Finish,1
PromoBrands,P122,Napoli Pen,Category 2,Pens & Writing Instruments / Stylus,1
PromoBrands,P122.00.LE,Napoli Pen,Category 1,Pens & Writing Instruments / Metal,1
PromoBrands,P122.00.LE,Napoli Pen,Category 4,Pens & Writing Instruments / Mirror Finish,1
PromoBrands,P122.00.LE,Napoli Pen,Category 2,Pens & Writing Instruments / Stylus,1
PromoBrands,P122.LE,Napoli Pen,Category 1,Pens & Writing Instruments / Metal,1
PromoBrands,P122.LE,Napoli Pen,Category 4,Pens & Writing Instruments / Mirror Finish,1
PromoBrands,P122.LE,Napoli Pen,Category 2,Pens & Writing Instruments / Stylus,1
PromoBrands,P124,Mondello Pen,Category 1,Office / Desk Accessories & Supplies,1
PromoBrands,P124,Mondello Pen,Category 2,Pens & Writing Instruments / Metal,1
PromoBrands,P124,Mondello Pen,Category 3,Pens & Writing Instruments / Stylus,1
PromoBrands,P125,Roma Pen,Category 1,Office / Desk Accessories & Supplies,1
PromoBrands,P125,Roma Pen,Category 2,Pens & Writing Instruments / Metal,1
PromoBrands,P125,Roma Pen,Category 4,Pens & Writing Instruments / Mirror Finish,1
PromoBrands,P125,Roma Pen,Category 3,Pens & Writing Instruments / Stylus,1
PromoBrands,P126,Gallipoli Pen,Category 1,Pens & Writing Instruments / Metal,1
PromoBrands,P126,Gallipoli Pen,Category 2,Pens & Writing Instruments / Mirror Finish,1
PromoBrands,P126,Gallipoli Pen,Category 3,Sale,1
PromoBrands,P127,Manopoli Pen,Category 1,Office / Desk Accessories & Supplies,1
PromoBrands,P127,Manopoli Pen,Category 2,Pens & Writing Instruments / Metal,1
PromoBrands,P127,Manopoli Pen,Category 4,Pens & Writing Instruments / Mirror Finish,1
PromoBrands,P127,Manopoli Pen,Category 3,Pens & Writing Instruments / Stylus,1
PromoBrands,P128,Amalfi Pen,Category 1,Office / Desk Accessories & Supplies,1
PromoBrands,P128,Amalfi Pen,Category 2,Pens & Writing Instruments / Metal,1
PromoBrands,P128,Amalfi Pen,Category 3,Pens & Writing Instruments / Stylus,1
PromoBrands,P129,Tirana Pen,Category 1,Office / Desk Accessories & Supplies,1
PromoBrands,P129,Tirana Pen,Category 2,Pens & Writing Instruments / Mirror Finish,1
PromoBrands,P129,Tirana Pen,Category 4,Trending,1
PromoBrands,P130,The Rhi Metal Ball Pen,Category 2,New,1
PromoBrands,P130,The Rhi Metal Ball Pen,Category 1,Office / Pens & Writing Instruments,1
PromoBrands,P131,The Heritage Wooden + Metal Ball Pen,Category 1,Office / Pens & Writing Instruments,1
PromoBrands,P131,The Heritage Wooden + Metal Ball Pen,Category 2,Pens & Writing Instruments / Metal,1
PromoBrands,P131,The Heritage Wooden + Metal Ball Pen,Category 3,Pens & Writing Instruments / Paper & Wood,1
PromoBrands,P142,Manopoli Bamboo Pen,Category 3,Eco+ Collection,1
PromoBrands,P142,Manopoli Bamboo Pen,Category 4,Paper & Wood,1
PromoBrands,P142,Manopoli Bamboo Pen,Category 1,Pens & Writing Instruments,1
PromoBrands,P143,Napoli Bamboo Pen,Category 3,Eco+ Collection,1
PromoBrands,P143,Napoli Bamboo Pen,Category 2,Office / Pens & Writing Instruments,1
PromoBrands,P143,Napoli Bamboo Pen,Category 1,Pens & Writing Instruments / Paper & Wood,1
PromoBrands,P143,Napoli Bamboo Pen,Category 4,Trending,1
PromoBrands,P150,Mop Head Pen with Stylus,Category 2,New,1
PromoBrands,P150,Mop Head Pen with Stylus,Category 3,Pens & Writing Instruments / Pens & Writing Instruments,1
PromoBrands,P188,Linus Bamboo Pen Set,Category 2,Eco+ Collection,1
PromoBrands,P188,Linus Bamboo Pen Set,Category 1,Pens & Writing Instruments / Paper & Wood,1
PromoBrands,P200,Byron Pen,Category 3,Office / Desk Accessories & Supplies,1
PromoBrands,P200,Byron Pen,Category 1,Pens & Writing Instruments / Plastics,1
PromoBrands,P200,Byron Pen,Category 2,Pens & Writing Instruments / Stylus,1
PromoBrands,P200,Byron Pen,Category 4,Sale,1
PromoBrands,P210,The Maui Pen,Category 2,Office / Desk Accessories & Supplies,1
PromoBrands,P210,The Maui Pen,Category 3,Pens & Writing Instruments / Metal,1
PromoBrands,P210,The Maui Pen,Category 1,Pens & Writing Instruments / Plastics,1
PromoBrands,P233,The Martinique Pen,Category 3,Bic Pens,1
PromoBrands,P233,The Martinique Pen,Category 2,Pens & Writing Instruments / Plastics,1
PromoBrands,P233,The Martinique Pen,Category 4,Sale,1
PromoBrands,P317,The Catalina Pen,Category 2,Office / Desk Accessories & Supplies,1
PromoBrands,P317,The Catalina Pen,Category 3,Pens & Writing Instruments / Metal,1
PromoBrands,P317,The Catalina Pen,Category 1,Pens & Writing Instruments / Plastics,1
PromoBrands,P319,Tongan Pen,Category 2,Office / Desk Accessories & Supplies,1
PromoBrands,P319,Tongan Pen,Category 1,Pens & Writing Instruments / Plastics,1
PromoBrands,P322,Galapagos Pen,Category 2,Office / Desk Accessories & Supplies,1
PromoBrands,P322,Galapagos Pen,Category 1,Pens & Writing Instruments / Plastics,1
PromoBrands,P322,Galapagos Pen,Category 3,Sale,1
PromoBrands,P322,Galapagos Pen,Category 4,Sale,1
PromoBrands,P323,Kefalonia Pen,Category 2,Office / Desk Accessories & Supplies,1
PromoBrands,P323,Kefalonia Pen,Category 3,Pens & Writing Instruments / Metal,1
PromoBrands,P323,Kefalonia Pen,Category 1,Pens & Writing Instruments / Plastics,1
PromoBrands,P325,Sri Lanka Pen,Category 2,Office / Desk Accessories & Supplies,1
PromoBrands,P325,Sri Lanka Pen,Category 1,Pens & Writing Instruments / Plastics,1
PromoBrands,P346,Metallic Mykonos Pen,Category 2,Office / Desk Accessories & Supplies,1
PromoBrands,P346,Metallic Mykonos Pen,Category 1,Pens & Writing Instruments / Plastics,1
PromoBrands,P346,Metallic Mykonos Pen,Category 4,Sale,1
PromoBrands,P380,Madeira Pen,Category 3,Eco+ Collection,1
PromoBrands,P380,Madeira Pen,Category 2,Office / Desk Accessories & Supplies,1
PromoBrands,P380,Madeira Pen,Category 1,Pens & Writing Instruments / Paper & Wood,1
PromoBrands,P381,Paper Pen,Category 1,Office / Pens & Writing Instruments,1
PromoBrands,P381,Paper Pen,Category 2,Pens & Writing Instruments / Pens & Writing Instruments,1
PromoBrands,P392,Palmyra Pen,Category 2,Office / Desk Accessories & Supplies,1
PromoBrands,P392,Palmyra Pen,Category 1,Pens & Writing Instruments / Plastics,1
PromoBrands,P392,Palmyra Pen,Category 4,Sale,1
PromoBrands,P500,Brilliant Clip Pen,Category 2,Office / Desk Accessories & Supplies,1
PromoBrands,P500,Brilliant Clip Pen,Category 1,Pens & Writing Instruments / Plastics,1
PromoBrands,P600,Abele Bamboo Click Pen,Category 3,Office / Pens & Writing Instruments,1
PromoBrands,P600,Abele Bamboo Click Pen,Category 1,Pens & Writing Instruments / Highlighters,1
PromoBrands,P601,Stark Recycled Aluminum Ball Pen,Category 2,Office / Pens & Writing Instruments,1
PromoBrands,P601,Stark Recycled Aluminum Ball Pen,Category 3,Pens & Writing Instruments / Metal,1
PromoBrands,P602,Monarch Re-AL Ball Pen,Category 4,Back to University / Navy Products,1
PromoBrands,P602,Monarch Re-AL Ball Pen,Category 1,Office / Pens & Writing Instruments,1
PromoBrands,P602,Monarch Re-AL Ball Pen,Category 2,Pens & Writing Instruments,1
PromoBrands,P603,SmartScribe Re-AL NFC Pen,Category 2,Office / Pens & Writing Instruments,1
PromoBrands,P603,SmartScribe Re-AL NFC Pen,Category 3,Pens & Writing Instruments,1
PromoBrands,P603,SmartScribe Re-AL NFC Pen,Category 1,Tech & Audio,1
PromoBrands,P704,Tobago Pen,Category 1,Pens & Writing Instruments / Metal,1
PromoBrands,P730,Spinner Fidget Pen,Category 1,Office / Pens & Writing Instruments,1
PromoBrands,P730,Spinner Fidget Pen,Category 2,Pens & Writing Instruments / New,1
PromoBrands,P730,Spinner Fidget Pen,Category 3,Stylus,1
PromoBrands,P731,Canterbury Stylus Pen,Category 1,Pens & Writing Instruments / Metal,1
PromoBrands,P731,Canterbury Stylus Pen,Category 2,Pens & Writing Instruments / Stylus,1
PromoBrands,P733,Nicklin Spinner Pen,Category 4,Back to University,1
PromoBrands,P733,Nicklin Spinner Pen,Category 2,Office / Pens & Writing Instruments,1
PromoBrands,P733,Nicklin Spinner Pen,Category 1,Pens & Writing Instruments,1
PromoBrands,P734,RABS Mini Ballpoint Pen,Category 3,Office / Desk Accessories & Supplies,1
PromoBrands,P734,RABS Mini Ballpoint Pen,Category 1,Office / Pens & Writing Instruments,1
PromoBrands,P734,RABS Mini Ballpoint Pen,Category 2,Pens & Writing Instruments,1
PromoBrands,P736,Seminole Stylus Pen,Category 3,Office / Desk Accessories & Supplies,1
PromoBrands,P736,Seminole Stylus Pen,Category 1,Pens & Writing Instruments / Plastics,1
PromoBrands,P736,Seminole Stylus Pen,Category 2,Pens & Writing Instruments / Stylus,1
PromoBrands,P737,Harley Bamboo Spinner Pen,Category 3,Office / Desk Accessories & Supplies,1
PromoBrands,P737,Harley Bamboo Spinner Pen,Category 1,Office / Pens & Writing Instruments,1
PromoBrands,P737,Harley Bamboo Spinner Pen,Category 2,Pens & Writing Instruments / Pens & Writing Instruments,1
PromoBrands,P738,Grenada Stylus Pen,Category 3,Office / Desk Accessories & Supplies,1
PromoBrands,P738,Grenada Stylus Pen,Category 1,Pens & Writing Instruments / Plastics,1
PromoBrands,P738,Grenada Stylus Pen,Category 2,Pens & Writing Instruments / Stylus,1
PromoBrands,P738,Grenada Stylus Pen,Category 4,Sale,1
PromoBrands,P739,Barbuda Stylus Pen,Category 3,Office / Desk Accessories & Supplies,1
PromoBrands,P739,Barbuda Stylus Pen,Category 1,Pens & Writing Instruments / Plastics,1
PromoBrands,P739,Barbuda Stylus Pen,Category 2,Pens & Writing Instruments / Stylus,1
PromoBrands,P740,Cambridge Colourful Gel Ink Pen,Category 2,Office / Pens & Writing Instruments,1
PromoBrands,P740,Cambridge Colourful Gel Ink Pen,Category 1,Pens & Writing Instruments,1
PromoBrands,P741,The Beckham Spinner Pen,Category 1,Office / Pens & Writing Instruments,1
PromoBrands,P741,The Beckham Spinner Pen,Category 2,Pens & Writing Instruments / Plastics,1
PromoBrands,P742,The Balance Pen,Category 1,Office / Pens & Writing Instruments,1
PromoBrands,P742,The Balance Pen,Category 2,Pens & Writing Instruments / Pens & Writing Instruments,1
PromoBrands,P745,R-ABS Eco Plastic Ball Pen,Category 1,Office / Pens & Writing Instruments,1
PromoBrands,P750,Kapalua Stylus Pen,Category 3,Office / Desk Accessories & Supplies,1
PromoBrands,P750,Kapalua Stylus Pen,Category 1,Pens & Writing Instruments / Plastics,1
PromoBrands,P750,Kapalua Stylus Pen,Category 2,Pens & Writing Instruments / Stylus,1
PromoBrands,P770,The Ironhide Pen,Category 2,New,1
PromoBrands,P770,The Ironhide Pen,Category 1,Office / Pens & Writing Instruments,1
PromoBrands,P800,Sea Shell Pen,Category 1,Eco+ Collection,1
PromoBrands,P800,Sea Shell Pen,Category 3,Office / Pens & Writing Instruments,1
PromoBrands,P800,Sea Shell Pen,Category 2,Pens & Writing Instruments,1
PromoBrands,PP101,A5 Note pad (25 leaves per pad),Category 1,Australian Made / Notepads & Calenders,1
PromoBrands,PP101,A5 Note pad (25 leaves per pad),Category 2,Legendary Range,1
PromoBrands,PP101,A5 Note pad (25 leaves per pad),Category 3,Office / Desk Accessories & Supplies,1
PromoBrands,PP101A,A5 Note Pad (50 leaves per pad),Category 1,Australian Made / Notepads & Calenders,1
PromoBrands,PP101A,A5 Note Pad (50 leaves per pad),Category 2,Legendary Range,1
PromoBrands,PP101A,A5 Note Pad (50 leaves per pad),Category 3,Office / Desk Accessories & Supplies,1
PromoBrands,PP102,A4 Note pad (25 leaves per pad),Category 1,Australian Made / Notepads & Calenders,1
PromoBrands,PP102,A4 Note pad (25 leaves per pad),Category 2,Legendary Range,1
PromoBrands,PP102,A4 Note pad (25 leaves per pad),Category 3,Office / Desk Accessories & Supplies,1
PromoBrands,PP102A,A4 Note pad (50 leaves per pad),Category 1,Australian Made / Notepads & Calenders,1
PromoBrands,PP102A,A4 Note pad (50 leaves per pad),Category 2,Legendary Range,1
PromoBrands,PP102A,A4 Note pad (50 leaves per pad),Category 3,Office / Desk Accessories & Supplies,1
PromoBrands,PP103,A3 Note pad (25 leaves per pad),Category 1,Australian Made / Notepads & Calenders,1
PromoBrands,PP103,A3 Note pad (25 leaves per pad),Category 2,Legendary Range,1
PromoBrands,PP103,A3 Note pad (25 leaves per pad),Category 3,Office / Desk Accessories & Supplies,1
PromoBrands,PP103A,A3 Note Pad (50 leaves per pad),Category 1,Australian Made / Notepads & Calenders,1
PromoBrands,PP103A,A3 Note Pad (50 leaves per pad),Category 2,Legendary Range,1
PromoBrands,PP103A,A3 Note Pad (50 leaves per pad),Category 3,Office / Desk Accessories & Supplies,1
PromoBrands,PT101,Plush Kangaroo,Category 2,Outdoor & Leisure / Toys & Games,1
PromoBrands,PT101,Plush Kangaroo,Category 1,Plush,1
PromoBrands,PT102,Plush Koala,Category 2,Outdoor & Leisure / Toys & Games,1
PromoBrands,PT102,Plush Koala,Category 1,Plush,1
PromoBrands,PT103,Plush Puppy,Category 2,Outdoor & Leisure / Toys & Games,1
PromoBrands,PT103,Plush Puppy,Category 1,Plush,1
PromoBrands,RB001,Bowles Laptop Sleeve,Category 3,Back to University,1
PromoBrands,RB001,Bowles Laptop Sleeve,Category 1,Office,1
PromoBrands,RB001,Bowles Laptop Sleeve,Category 2,Tech & Audio,1
PromoBrands,RB1007,Non-Woven Single Wine Tote Bag,Category 1,Bags / Totes,1
PromoBrands,RB1007,Non-Woven Single Wine Tote Bag,Category 2,Home & Entertainment / Barware & Wine Accessories,1
PromoBrands,RB1007,Non-Woven Single Wine Tote Bag,Category 3,Sale,1
PromoBrands,RB1008,Large Shopping Tote Bag with Gusset,Category 2,Bags / Grocery,1
PromoBrands,RB1008,Large Shopping Tote Bag with Gusset,Category 1,Bags / Totes,1
PromoBrands,RB1009,Tech Drawstring Bag,Category 1,Bags / Drawstring,1
PromoBrands,RB1011,Tradeshow Bag,Category 2,Bags / Jute,1
PromoBrands,RB1011,Tradeshow Bag,Category 1,Bags / Totes,1
PromoBrands,RB1014,6-Can Cooler Bag,Category 1,Bags / Coolers,1
PromoBrands,RB1014,6-Can Cooler Bag,Category 2,Bags / Food Storage,1
PromoBrands,RB1015,Shopping Tote Bag,Category 2,Bags / Grocery,1
PromoBrands,RB1015,Shopping Tote Bag,Category 1,Bags / Totes,1
PromoBrands,RB1016,Gym Drawstring Bag,Category 1,Bags / Drawstring,1
PromoBrands,RB1016,Gym Drawstring Bag,Category 2,Health & Wellness / Exercise & Fitness,1
PromoBrands,RB1017,Shopping Tote Bag with Gusset,Category 2,Bags / Grocery,1
PromoBrands,RB1017,Shopping Tote Bag with Gusset,Category 1,Bags / Totes,1
PromoBrands,RB1018,Calico Tote Bag,Category 2,Bags / Cotton,1
PromoBrands,RB1018,Calico Tote Bag,Category 1,Bags / Totes,1
PromoBrands,RB1018,Calico Tote Bag,Category 4,Trending,1
PromoBrands,RB1018C,Colourful Calico Tote Bag,Category 3,Back to University,1
PromoBrands,RB1018C,Colourful Calico Tote Bag,Category 2,Bags / Cotton,1
PromoBrands,RB1018C,Colourful Calico Tote Bag,Category 1,Bags / Totes,1
PromoBrands,RB1018C,Colourful Calico Tote Bag,Category 4,Trending,1
PromoBrands,RB1018R,Recycled Cotton Tote Bag,Category 4,Bags,1
PromoBrands,RB1018R,Recycled Cotton Tote Bag,Category 1,Bags / Totes,1
PromoBrands,RB1018R,Recycled Cotton Tote Bag,Category 3,Eco+ Collection,1
PromoBrands,RB1018RC,Recycled Colourful Cotton Tote Bag,Category 1,Bags / Totes,1
PromoBrands,RB1018RC,Recycled Colourful Cotton Tote Bag,Category 3,Eco+ Collection,1
PromoBrands,RB1018RC,Recycled Colourful Cotton Tote Bag,Category 4,Navy Products,1
PromoBrands,RB1018S,Squiggle Calico bag + Crayon set,Category 2,Bags / Cotton,1
PromoBrands,RB1018S,Squiggle Calico bag + Crayon set,Category 1,Bags / Totes,1
PromoBrands,RB1018S,Squiggle Calico bag + Crayon set,Category 3,Outdoor & Leisure / Toys & Games,1
PromoBrands,RB1019,Calico Tote Bag with Gusset,Category 2,Bags / Cotton,1
PromoBrands,RB1019,Calico Tote Bag with Gusset,Category 1,Bags / Totes,1
PromoBrands,RB1019S,Squiggle Calico bag + Crayon set,Category 2,Bags / Cotton,1
PromoBrands,RB1019S,Squiggle Calico bag + Crayon set,Category 1,Bags / Totes,1
PromoBrands,RB1019S,Squiggle Calico bag + Crayon set,Category 3,Outdoor & Leisure / Toys & Games,1
PromoBrands,RB1020,Calico Drawstring Bag,Category 3,Bags / Cotton,1
PromoBrands,RB1020,Calico Drawstring Bag,Category 2,Bags / Drawstring,1
PromoBrands,RB1020,Calico Drawstring Bag,Category 1,Bags / Totes,1
PromoBrands,RB1020S,Squiggle Calico Drawstring Bag + Crayon set,Category 2,Bags / Cotton,1
PromoBrands,RB1020S,Squiggle Calico Drawstring Bag + Crayon set,Category 1,Bags / Totes,1
PromoBrands,RB1020S,Squiggle Calico Drawstring Bag + Crayon set,Category 3,Outdoor & Leisure / Toys & Games,1
PromoBrands,RB1022,Stadium Tote Bag,Category 2,Bags / Grocery,1
PromoBrands,RB1022,Stadium Tote Bag,Category 1,Bags / Totes,1
PromoBrands,RB1023,Large Stadium Drawstring Bag,Category 1,Bags / Drawstring,1
PromoBrands,RB1024,Full-Colour Cotton Tote Bag,Category 3,Bags / Cotton,1
PromoBrands,RB1024,Full-Colour Cotton Tote Bag,Category 1,Bags / Totes,1
